transaction_id,account_id,amount,currency,merchant,country
f51c93f8-bf3d-4640-aa5a-ba9f1e38e361,3187,7147.47,RUB,AIRBNB,US
7cb4a434-a780-4733-86f5-a634cd9326ad,1864,10270.0,RUB,GOOGLE,CA
3e6bfd12-9435-42e7-95cf-42e8b8749a96,3727,18827.61,RUB,APPLE,RU
603ef6c7-c06f-4528-8fab-1f9fa620a3ce,3697,3102.53,EUR,GOOGLE,CA
3939227c-98bb-4316-879b-76c4edf5ba88,3371,7898.02,RUB,APPLE,CA
7f5c9bd0-58b4-4867-bb5c-eab7f26a51bf,4337,7496.48,EUR,BOOKING,FR
1cc78a77-dbb3-4877-a15b-9a15ee4c079d,1779,9104.2,USD,NETFLIX,CA
8b85a60a-ede5-43ca-9e65-de13c13a2434,2828,2678.63,RUB,IKEA,TR
37499e2a-6588-4d19-95ef-5d265a425d16,2346,18495.66,RUB,ZARA,TR
026c6a57-aec2-4006-b8ab-067c2525beb9,3429,4382.24,RUB,ZARA,GB
68017cf6-9fdc-4fc1-9eec-dd01b08ac7c6,3615,14505.38,RUB,APPLE,CA
d1447741-b45f-43f0-a1ef-37d000866273,3446,1887.5,RUB,APPLE,RU
8c3815c2-d962-4ad0-afd0-7c9172c21fb2,1630,16329.92,EUR,GOOGLE,US
9040fc49-afd5-452c-b5eb-606b0c26a630,1935,9508.23,USD,SPOTIFY,TR
a1f8e24b-14a5-4a68-93c4-b2dfd2dd7c25,1086,3927.04,USD,IKEA,TR
480529e5-452b-4d66-97f0-8245d302db5d,4034,19592.72,USD,STEAM,RU
1c10cbec-86fe-46ea-9b44-fbee71de9bd3,2115,2645.51,RUB,AMAZON,RU
97ac0000-019c-4c58-8926-c9284ce7929b,2874,1105.59,RUB,ZARA,US
21ca243f-90a3-49a6-9710-08db50776575,2096,18339.22,USD,STEAM,RU
1b953340-acb3-43a2-9df6-6ed49447c3cc,3836,2968.6,USD,SPOTIFY,CA
a258e0c4-1402-4068-90e5-75982d1a8511,3864,8421.49,USD,GOOGLE,RU
e060ee59-1de9-43b6-9542-373df8fe8555,2067,12617.11,RUB,APPLE,AE
c6e1d05a-7a4e-4df3-a53a-a3a30e458fec,418,18698.72,RUB,UBER,FR
357649a2-f3c7-4e6a-bfb3-c0307485411b,2247,15357.05,EUR,IKEA,FR
1150b766-d1c8-4b02-85df-beebfc66cdb2,4907,18893.18,USD,GOOGLE,NL
e816376e-1b21-490f-ba4f-e92a740b1c42,3603,3752.7,USD,APPLE,CA
016f2c16-bb20-4734-9168-2b3da07d51c8,1980,16157.74,USD,MEGAMARKET,AE
975bb5d7-50b7-4b9f-b91f-f08177ad2142,4654,5501.88,USD,STEAM,US
6bb78567-b5b1-4ec7-b5be-31e55bc60862,1327,10884.46,USD,SPOTIFY,RU
d005e336-3ad6-454f-bcb9-f1359f7583b4,4791,10930.09,USD,AIRBNB,TR
10abcae4-96a0-41e3-bf2f-036c9f6acda6,1033,3889.59,RUB,BOOKING,CA
ac1f8d6f-d9ac-47d5-bd70-71144b486c0c,322,5530.09,USD,AIRBNB,GB
450fd119-be91-4338-8815-f4457af5a0e9,952,16499.82,RUB,IKEA,NL
85b8e3c8-2e39-4807-a94e-62710d50bb60,457,8495.0,RUB,IKEA,GB
91fdddec-497d-42d8-b82d-5aeea79607a4,4841,18191.06,RUB,AMAZON,NL
93ff841d-5d84-44ce-ae35-7e40a0670be3,332,10857.41,EUR,NETFLIX,CA
52588df6-5244-4d8f-bbb1-d8496e577a9b,3164,7819.06,RUB,IKEA,FR
9eb8b514-3d31-4c80-8ed7-2fd50b55ab83,4940,17568.94,RUB,BOOKING,GB
443f2891-4dad-432e-9700-5f20190f3188,3723,12266.85,RUB,STEAM,NL
b60a57c4-d445-4abf-956d-6c5ff2c24749,3473,16890.96,USD,MEGAMARKET,FR
229463cf-7889-467a-9cfb-2473d826fb38,3489,18712.85,USD,NETFLIX,US
c7b106a9-aea6-4f1f-812c-9c3caa66e98b,254,10937.82,EUR,BOOKING,AE
e9b376ba-cac0-44e5-8260-b2a12b5acd73,207,10298.83,RUB,APPLE,DE
d36ee387-1474-4583-b9e8-81f2db967b2c,665,61265.48,USD,NETFLIX,AE
cd83da2e-9b5f-4b3a-a5b7-0c222dd9d639,3579,7531.33,USD,IKEA,NL
a53b218d-3079-4180-8393-66e3fdd8a6e3,2573,18473.02,RUB,IKEA,CA
0a758421-447b-4fd6-bce9-7808cc9c9529,3468,8009.45,EUR,BOOKING,AE
7859005c-e4c7-4dad-9f3b-ea54d5829ff1,1118,3313.96,RUB,NETFLIX,CA
ebf99230-0066-40e8-9420-09df7a6d0509,945,10012.53,RUB,APPLE,TR
164d1533-d3f0-4cef-96d3-9ec154c27f79,3838,5898.39,EUR,MEGAMARKET,TR
5010bf5b-c489-46a3-b314-fdca57bfbbd3,1479,12924.87,USD,BOOKING,TR
a327b822-7de8-4230-a315-ed139fe04c5b,4529,10734.25,USD,APPLE,GB
a72a4341-8bdc-40d1-8e29-c1ae3832c0cb,615,14518.13,RUB,BOOKING,GB
178fcec1-f324-4f8f-a95c-33056ce67434,4220,19878.22,RUB,ZARA,AE
81478dbe-849a-497e-b58b-e95f14105fb7,829,8467.88,USD,SPOTIFY,AE
e9889f9f-f2d6-4d83-a208-0f83c0ca275f,2038,5715.95,EUR,IKEA,NL
8973dc31-4b76-4b05-95d3-0bedd85129d6,3399,5238.86,EUR,GOOGLE,NL
a586c33c-4fe4-4e53-9145-0e60a3fb5eaf,4410,4236.2,EUR,MEGAMARKET,RU
1facffb8-3620-4c95-9f87-72663f2415f0,770,13179.83,USD,ZARA,DE
3ca41a26-cfbc-4dc8-b521-58ca4fad2884,1730,10687.64,RUB,MEGAMARKET,AE
a4985ba3-0748-44b7-babe-2e16de66e9e8,1094,3952.66,USD,IKEA,FR
a26bc250-3bf1-4b7d-9b44-c10ab6861ece,551,201.2,EUR,APPLE,CA
214d108a-da39-4354-9b96-63de2eecf3ba,1933,17827.65,EUR,ZARA,US
31da5b89-9b30-419a-90d5-f4f99746b4b2,1952,15572.08,EUR,SPOTIFY,TR
52a75644-df23-4325-b155-9610e43483b9,2101,94856.16,EUR,STEAM,FR
faad91b0-5b55-49d4-b9ed-7f3e2df907fb,2240,12649.24,EUR,AIRBNB,US
e455da5d-537d-4eb7-8c37-db271081972d,3079,5333.03,RUB,ZARA,DE
fd67e0fd-67f5-4282-b1c9-a368558b2229,2372,14895.84,RUB,APPLE,GB
54abf3ba-a32e-42d5-ba35-2d37dd72ca1f,1672,9717.63,USD,NETFLIX,NL
6af67c51-bc53-46d2-979d-4b76a806b04e,2432,1795.85,USD,APPLE,RU
f93c5f2f-7dfc-42cd-96cf-ee93c5c9fe96,1008,17746.62,USD,ZARA,AE
3016be08-1c5a-42db-b6b8-ff2d95a73c3f,3410,5160.08,EUR,UBER,DE
c14bdf2b-025b-4c2f-b679-efe54e6659a1,2833,27.53,RUB,IKEA,TR
2d0acbf5-d1a4-42b4-842a-ba9b99e084ed,1885,4446.75,RUB,AMAZON,US
e173376d-1e08-4edd-9dfd-a5f4636e0762,4242,1701.76,USD,APPLE,DE
4c6eb6af-65e8-4b92-b7df-f8b3c520f528,1361,18620.03,EUR,BOOKING,RU
ad0d4637-ca64-4424-ab0c-ae9368fc9ad4,18,8478.86,RUB,NETFLIX,NL
2d2955a5-ab41-4713-abc4-ea216c9904e0,738,8056.98,RUB,APPLE,RU
bb76af3b-0f2c-4c98-af56-8bf5b81b00f3,3660,236.9,USD,IKEA,RU
0a34193b-060d-47ed-83de-07e9d68e6c14,1693,11575.35,RUB,SPOTIFY,AE
ab88a0a8-0523-407d-9106-cddb87671ed6,3583,9805.94,USD,APPLE,NL
14646e58-4620-4b67-8b5b-e0bee2d49d28,1402,11284.36,EUR,SPOTIFY,RU
992d0ea8-2a68-412f-a854-adec2cb0fd21,3404,300.24,EUR,GOOGLE,AE
fb3ab588-6aa3-4bb2-ba5b-1a0ddbd5ea31,2426,7579.73,EUR,NETFLIX,CA
c3e440fe-4e37-422a-923f-9cb817879eb6,605,16835.55,EUR,BOOKING,US
0f707305-d942-4bdf-aa2f-642d043f9c0e,361,1366.08,EUR,UBER,CA
1b266393-43dd-4563-821d-b4358dfc8f46,3568,12.32,USD,AMAZON,RU
41699339-dad2-445f-b9af-d22791557665,512,14245.26,RUB,AIRBNB,NL
99093638-ace1-4c23-b1ab-609fe53b8c7b,873,13576.33,RUB,AIRBNB,NL
49de8af4-481d-419a-9715-125a175ae900,1731,938.88,EUR,AMAZON,DE
01d1539e-f29e-4875-8d37-dbafbe2a7bec,4052,5038.44,EUR,APPLE,CA
f5a0431b-955f-44b9-a041-e2147ff22933,2141,9655.44,EUR,APPLE,CA
99ff6950-5184-4839-bf2e-02e4a4a195d9,3861,19114.45,USD,APPLE,GB
d93bf807-68b9-469c-ac23-ce95a31d73d0,3588,11351.8,USD,BOOKING,GB
fa76a101-7483-4a49-a117-1d9b9093b110,2459,19588.22,EUR,BOOKING,RU
43e8b172-9fb6-4b1e-af58-c6f5f9132a34,2229,9063.71,RUB,BOOKING,AE
5b6f9370-3fc2-4e52-90bc-8d21f7a1fce5,2760,11550.32,RUB,BOOKING,NL
9c3a1ed1-f215-446e-95bb-05e63ee7a941,4928,5174.7,EUR,UBER,RU
26e66843-0fde-4029-b7f6-4768aaab739b,2663,7991.7,USD,AIRBNB,CA
38473852-6284-46f2-9ae6-b4069a7bd6ff,2846,17817.51,EUR,STEAM,DE
b965edeb-1f8d-438c-8b11-8c2a5c73369e,2323,8585.57,RUB,BOOKING,RU
9c5f7e91-7eee-48bf-bec0-8cbfc9fb730a,4885,17769.77,RUB,AIRBNB,US
d53a913b-beaa-4044-9e22-d2a709bf0fda,4029,3522.47,RUB,GOOGLE,TR
aa323eb6-ff3e-47bf-a55d-83fea008bd66,1295,6942.09,USD,UBER,US
7d03516d-db7b-4c23-8d85-a69df9b2981e,932,12263.25,USD,APPLE,US
c2288cee-edd2-4b57-8515-6c2adabf4410,167,6811.41,RUB,APPLE,NL
a6cebc70-ef4e-4881-85e9-7cc1a968186a,1971,13933.99,USD,NETFLIX,AE
cd9d153d-0494-4260-8719-913209637aee,637,3010.7,EUR,GOOGLE,FR
100f1391-ba5f-4731-b0ce-7525f0e40958,2892,3269.86,RUB,MEGAMARKET,US
a50219ba-0414-407a-a504-3e810920dbe1,3225,3032.47,EUR,AIRBNB,CA
6cccd69e-5bd8-48c2-93e9-c030b205ab1f,1585,16575.45,EUR,UBER,TR
a86a6666-2464-4efc-bb1b-5efd04bef10f,2976,11707.56,RUB,AIRBNB,GB
d678ddc7-8de6-4aff-8cfc-2f592580d384,1612,8783.58,RUB,BOOKING,RU
3cb3fbe5-f717-4ad8-8d5f-0f5e12c2fe08,1268,11967.9,EUR,BOOKING,CA
3ace6eba-0401-44f6-80e9-811686e470a4,1796,2316.27,USD,BOOKING,TR
84643e52-7c3c-4aef-beb7-fdba543015ba,4961,6701.78,RUB,SPOTIFY,US
997a3889-58e1-4827-8232-5a484f8b3959,4566,11699.86,RUB,APPLE,DE
5eb0dbb5-c7a6-4b66-8a27-ab7a99c2321d,4270,3089.21,RUB,AIRBNB,DE
36cf9109-2a15-44d4-acf1-06eddca3d8c6,3514,1739.69,EUR,ZARA,DE
7fc4623e-2a4d-44c0-ad29-6b44815281bb,834,10437.92,EUR,UBER,NL
ed33d3e9-2e20-45de-a317-b2aa1e76dc9b,2879,8161.29,EUR,APPLE,AE
5c58127e-8cad-458d-808c-52d8c550cc93,39,10705.24,USD,AMAZON,CA
f5f33ff6-6248-433d-a5c3-934f94942068,1728,437.36,RUB,NETFLIX,RU
6bbd1fe8-6e2a-41cd-88f8-ba384cb40af3,2186,2480.03,RUB,NETFLIX,RU
b3dfce87-78d8-4141-b95c-cc790696e6c8,4547,18654.7,RUB,STEAM,FR
f3b1e09c-9a55-46f3-8c3a-17e7bcdf024a,2864,11346.37,EUR,IKEA,CA
c68818bd-d3a0-425c-a93b-6d5ae0e6aa72,4312,12899.82,RUB,GOOGLE,NL
9ada3afd-8476-4047-a4d5-88999ee3ed2c,2344,2478.45,EUR,IKEA,NL
673b1a7e-aab4-4d5c-9ee4-77f078f19eb5,4200,14692.75,USD,APPLE,DE
1b350cdf-f544-4337-a72a-fd231b297f49,4424,16027.95,RUB,IKEA,TR
53badcf4-c5ab-4a66-b232-a62776a2c283,1169,13949.53,RUB,UBER,CA
988346c8-51e2-47b3-b3ac-6d7ad52c2530,2104,19910.7,EUR,BOOKING,US
f3aa3251-acff-4c8c-be72-ea736ff35bfd,375,18817.12,RUB,MEGAMARKET,NL
94e594cc-4080-4aca-9835-6bb871dc9a1d,3292,18757.14,EUR,SPOTIFY,RU
8df2329c-9482-4adc-93e0-154b3f0e30bb,299,14401.41,EUR,GOOGLE,GB
c4e40dd6-4f39-4ec9-a083-a6cbc3f1c80d,1229,8228.22,EUR,ZARA,DE
50779400-1df4-48d5-b88b-75794a946fa0,1680,5036.98,RUB,AMAZON,RU
f4c7b021-d46e-44a6-9d28-d9f2bc294d98,836,15181.29,RUB,UBER,NL
61393599-2324-4c3a-a9d2-dfd7b1c8725b,919,74328.8,EUR,IKEA,FR
04c18221-1782-4eab-914e-c4e629e7e906,1123,7914.52,USD,APPLE,GB
5f951097-c2bb-4873-9f6c-f1d46f56d160,4440,9850.93,USD,MEGAMARKET,CA
911d0859-3980-4b77-bebc-3fe35190b805,1922,16978.2,EUR,MEGAMARKET,AE
aadffa88-0877-4d0c-a11f-734270535b0d,451,8629.0,USD,ZARA,TR
b1466e52-0b7a-45e5-b585-28cade691439,4452,14314.03,EUR,IKEA,GB
ff743937-b418-4380-bdb6-dfba599ec564,89,9711.95,RUB,MEGAMARKET,US
3c3a9b4d-dd0c-4d33-8d61-74186287fec2,2761,11876.15,USD,MEGAMARKET,DE
25a7f4a4-bd81-4caf-9010-fec3799321f3,1661,11005.85,EUR,APPLE,FR
f2577259-4bb4-492c-a98a-34dbb36bb46d,3337,1782.24,RUB,APPLE,GB
112b942a-abd8-43cf-a6ff-e1cd9cdbe848,510,11729.41,RUB,APPLE,NL
bf7b52f6-42a4-45fd-a6f2-8de6451d2eff,2085,16117.61,USD,AIRBNB,FR
d91fadf3-42ca-4d00-b257-c6ca5987887e,2119,15635.72,USD,AIRBNB,RU
02854fb9-26be-42de-961d-0cbd32470279,3942,15461.64,RUB,AMAZON,GB
41d37cb1-5520-403b-82f5-7da6ed4b634f,4650,14704.12,USD,GOOGLE,US
0ed8b1dd-2c69-4770-9304-e7ed4133ec92,2726,4487.11,USD,APPLE,RU
a64996e8-3c16-4186-90f7-ced1ab380fcc,3901,9956.69,RUB,GOOGLE,US
853e885d-11e3-4eb3-993a-012f9a129d1c,941,4317.37,EUR,AMAZON,AE
0f60cc9e-d9bc-413b-ad03-51165947cc10,2609,3713.41,RUB,ZARA,FR
05e37782-a4ed-4f3b-a243-aa6c6ffead9e,1498,9957.48,EUR,STEAM,GB
89409b93-6335-4f1e-8608-3167897a7762,3032,19837.7,EUR,MEGAMARKET,CA
cc3a1b28-7603-4c89-a37a-907b078f126b,3494,2495.67,EUR,AIRBNB,TR
22979695-103e-4f35-a86f-8e4be0b21c31,477,66085.6,USD,AMAZON,TR
62a099f0-2172-4868-bee0-1cd476d0825f,3017,18305.5,RUB,NETFLIX,AE
dbde4781-d441-41dd-a035-6c45e386728e,3872,4968.37,USD,UBER,AE
78d894f4-ffc0-44dc-8018-108813f65f4f,4355,2831.22,USD,UBER,US
84904dba-e097-40dc-aa72-191a582bdb5f,4930,4871.67,EUR,BOOKING,RU
77dba31e-3f22-47dd-b17d-ece7ffb141ca,1715,13511.15,USD,ZARA,CA
9a3a9ca7-52bb-48d9-a0b8-296e63c7479d,621,3749.73,RUB,IKEA,TR
8651ae30-10fc-43b6-ad71-028c8df99fb4,4865,3899.77,RUB,NETFLIX,AE
44aeb207-09ea-443f-9d68-fef0f6f3bc07,2389,13399.45,EUR,UBER,US
7533ad1f-f46b-44a3-ac98-ffbf9e743264,3997,791.52,EUR,APPLE,US
f6fe9bea-aae3-4c60-8e16-4648e5d2daac,3756,13784.82,RUB,GOOGLE,NL
26ef81d7-90ec-4254-9047-583006d6e8ab,1285,2234.02,RUB,UBER,US
f2c66309-9d56-40e3-b286-60a6c607c5c9,4688,9157.49,USD,IKEA,GB
8b51991f-3fea-4d39-879c-fd4b61308a0b,4175,19833.53,USD,APPLE,RU
96c41c39-3d0f-45ee-ab9f-11b588aaf12b,3381,14550.79,EUR,AMAZON,AE
6f0811b8-f156-4e5a-bc7c-604928ca5e40,2126,9960.27,RUB,GOOGLE,CA
f5e54925-d787-4d31-9594-d671802fd368,3450,12075.68,EUR,NETFLIX,US
044248d6-8db7-4f31-b5a8-27dbd6cf915b,2190,14382.59,RUB,SPOTIFY,TR
1d1539dc-a7c0-4f9d-aa66-be7ca8b9cbce,819,15452.75,EUR,NETFLIX,US
5b6c2b9e-7947-492a-b3ba-790d07710796,3728,10066.84,EUR,SPOTIFY,GB
8c65aece-9174-4124-9175-afbc293f7bca,3356,14666.01,USD,AIRBNB,NL
f37cf77d-adf4-4f0c-9410-0047f39cfd93,2168,15748.79,EUR,IKEA,DE
87bb56f0-1a28-48c6-aca3-6f496f101703,4934,4287.77,RUB,BOOKING,NL
626c0798-24f8-4a96-a9e6-cc8cc4b930b6,2960,9298.4,RUB,AIRBNB,US
33f620f2-df3d-406c-8062-114230434f12,4046,570.94,EUR,AMAZON,TR
cbe5427a-0782-49e5-b193-cc0fe0707632,3448,7961.5,RUB,NETFLIX,CA
95f2d132-20aa-4c3a-86b5-5bcdacbfb797,3608,5971.4,USD,GOOGLE,AE
1491c89e-37ed-4058-91e0-7c1b51a62bb5,2216,3069.54,RUB,AMAZON,AE
5fc2bc59-f865-485c-8151-ebe68927a8ec,540,3663.95,EUR,GOOGLE,AE
ec4b6f02-ffc9-4e01-9f77-5ef1272812f6,3866,8253.81,USD,STEAM,AE
53a2ad92-1d90-4757-a4dc-5b64b67fc5ae,2523,510.8,EUR,MEGAMARKET,RU
357e8d33-c7b8-4fdf-b5d2-9ce257379c22,4989,14555.9,RUB,UBER,RU
547005f0-939b-42cb-b8ce-d21719cc94e3,711,16527.41,RUB,APPLE,RU
d383ed54-f9b5-4415-a646-dce38f6a1d20,2312,18199.38,USD,AIRBNB,CA
8fbf7b85-2442-46e2-927a-2a27d4a55090,4681,890.66,USD,AIRBNB,FR
12538b2f-6b9e-4510-9c0e-968ddfee76fb,3938,12576.73,EUR,MEGAMARKET,US
3a915e4d-ed4c-4116-b44b-31472425d374,2099,2525.69,EUR,NETFLIX,CA
28febe69-3e9b-48c1-9248-92e2d2087bc6,1987,4697.86,EUR,AMAZON,AE
bfaf83e7-be94-494f-bf1c-6386a385c397,3384,9053.52,USD,AIRBNB,NL
cfc9727c-eea0-47c9-a369-47768ef0d27a,4380,13156.75,USD,GOOGLE,CA
eea5d488-d776-40a0-a7e3-0387bf68a77a,2659,6248.47,EUR,SPOTIFY,AE
77ff3035-f9ee-4c68-9d6e-a5f696d0bd42,1689,5583.21,EUR,AMAZON,AE
d993deea-14d6-40b5-83ee-8e2f7fc480cf,4310,6339.4,EUR,STEAM,RU
89672cd6-726a-4f90-b1b8-669ebb003d15,4046,16370.65,RUB,MEGAMARKET,TR
32f561e2-2203-4f4d-9dce-aad61aac867a,4149,4246.54,EUR,AMAZON,TR
d32f2220-78e8-4d5f-9cd9-f9ad925f8dcd,4658,16230.57,EUR,BOOKING,NL
c89bc29c-83e4-46ca-a3da-981ab34f7e34,2551,5311.4,EUR,NETFLIX,FR
3597deb3-87b9-4055-8004-3600680aad4f,2273,5463.43,RUB,SPOTIFY,CA
e50b77df-4652-48e6-a44f-b5b3ebeafafb,22,19832.56,RUB,GOOGLE,DE
ff74641e-2d8d-400e-87f3-be9e65248aa0,3552,1791.81,EUR,IKEA,RU
a34a199e-01a4-4862-9b2e-cd15d71b6a76,3035,4432.06,USD,SPOTIFY,FR
3bea2eec-ec51-436a-83db-dad0804f444a,3956,7205.91,EUR,SPOTIFY,TR
4819bd4b-6068-4b5a-bd22-b9cf516be224,3929,13016.33,USD,SPOTIFY,US
d6b9e329-8bba-4f2b-8f0c-1aecff4c65b1,4117,10808.37,RUB,SPOTIFY,NL
9efd88d6-10d2-473e-ae18-0c4eaf5a9ae7,1339,4095.46,EUR,ZARA,AE
d2d5e68b-4da6-4e8b-9a35-9248bef8eb10,1186,10959.11,EUR,APPLE,NL
a909d620-bb5e-4496-ba67-2e6526b27b30,3634,3280.2,EUR,ZARA,TR
e43f8617-f39c-46de-9ee1-a41b24a3f79b,3336,14788.04,EUR,SPOTIFY,DE
2e6eb9c0-22f4-4e65-b4fb-235d0f573737,742,2675.51,USD,MEGAMARKET,NL
7cbf1463-9424-4ce2-a611-2a1a2ab80b5d,3592,1613.53,USD,SPOTIFY,AE
218dc6f7-6040-4d5c-a130-642c66b4cdf4,751,1211.95,RUB,AIRBNB,CA
0868379a-f539-4247-a130-6cc44ac41b16,1753,15742.01,USD,GOOGLE,RU
5e07fc4e-4df3-4fa4-b89a-94e1eda7d29f,1195,5599.1,USD,ZARA,RU
4d668afb-1464-4d1e-8918-246bca1a3a59,2247,19374.95,EUR,APPLE,RU
db26f5e3-32c6-4071-bc50-45a220a7aeff,2435,10707.71,RUB,APPLE,US
d1e61842-5d42-4d95-98ca-25f0ec6105dd,1674,7473.68,EUR,SPOTIFY,AE
54a934fe-30ab-43bd-8c53-9737b3ad774e,540,16526.51,RUB,APPLE,GB
7bfe4955-678b-4356-be99-dfcf62acb050,3895,4276.35,EUR,AMAZON,NL
6102b5a7-1034-4a23-b05b-cc6854726d3a,4122,14404.59,EUR,UBER,GB
c4ee0dfe-bd5c-45f0-9cb6-31e75266b70d,2262,18153.77,RUB,SPOTIFY,US
0baf7e96-db1b-4d89-b0d8-6c9ee4e26dac,2618,11262.99,USD,AMAZON,FR
5dc10ee4-242a-46da-ace3-2bbc78c8cae9,2474,18351.7,EUR,BOOKING,TR
a93f607c-64c5-492c-9f0f-93581f7df733,3334,7518.94,USD,ZARA,US
aba3fb02-bd2f-4c2e-876b-ef6da02bc19b,1109,8705.2,RUB,UBER,DE
064b4d3c-1da3-44fb-8a9d-d6df3d33ffa0,3773,3403.89,EUR,IKEA,AE
96557aa5-0509-4984-8266-14cd7b7f414c,4678,5148.79,USD,ZARA,GB
